,cluster
5847,9
5848,15
5849,3
5850,12
5851,12
5852,2
5853,8
5854,12
5855,9
5856,0
5857,6
5858,8
5859,10
5860,4
5861,8
5862,6
5863,14
5864,12
5865,14
5866,2
5867,13
5868,1
5869,8
5870,4
5871,12
5872,3
5873,1
5874,7
5875,0
5876,5
5877,12
5878,7
5879,7
5880,16
5881,4
5882,4
5883,8
5884,0
5885,7
5886,6
5887,12
5888,2
5889,6
5890,3
5891,13
5892,8
5893,0
5894,13
5895,4
5896,3
5897,7
5898,0
5899,6
5900,14
5901,13
5902,2
5903,4
5904,8
5905,2
5906,15
5907,11
5908,14
5909,7
5910,9
5911,15
5912,0
5913,0
5914,11
5915,13
5916,6
5917,0
5918,0
5919,14
5920,0
5921,8
5922,13
5923,15
5924,10
5925,7
5926,8
5927,4
5928,6
5929,3
5930,7
5931,6
5932,16
5933,6
5934,0
5935,7
5936,8
5937,10
5938,16
5939,13
5940,0
5941,5
5942,4
5943,4
5945,8
5946,13
5947,13
5948,4
5949,7
5950,6
5951,5
5952,3
5953,12
5954,6
5955,10
5956,3
5957,15
5958,10
5959,7
5960,8
5961,5
5962,0
5963,1
5964,16
5965,14
5966,4
5967,13
5968,16
5969,13
5970,8
5971,8
5972,13
5973,15
5974,15
5975,0
5976,7
5977,3
5978,3
5979,15
5980,1
5981,1
5982,12
5983,10
5984,9
5985,0
5986,4
5987,16
5988,16
5989,1
5990,2
5991,10
5992,5
5993,0
5994,15
5995,15
5996,10
5997,1
5998,4
5999,8
6000,16
6001,4
6002,4
6003,5
6004,15
6005,3
6006,4
6007,3
6008,10
6009,13
6010,9
6011,4
6012,4
6013,9
6014,4
6015,4
6016,12
6017,10
6018,2
6019,11
6020,2
6021,6
6022,16
6023,2
6024,7
6025,14
6026,5
6027,16
6028,2
6029,16
6030,13
6031,6
6032,7
6033,7
6034,8
6035,4
6036,4
6037,13
6038,4
6039,4
6040,7
6041,16
6042,16
6043,7
6044,4
6045,5
6046,0
6047,4
6048,4
6049,12
6050,4
6051,3
6052,4
6053,7
6054,12
6055,0
6056,2
6057,2
6058,11
6059,13
6060,10
6061,4
6062,0
6063,9
6064,4
6065,13
6066,8
6067,3
6068,14
6069,12
6070,8
6071,6
6072,14
6073,0
6074,16
6075,8
6076,3
6077,6
6078,7
6079,10
6080,4
6081,15
6082,10
6083,0
6084,7
6085,14
6086,7
6087,3
6088,7
6089,9
6090,7
6091,14
6092,6
6093,14
6094,5
6095,5
6096,7
6097,1
6098,9
6099,9
6100,7
6101,0
6102,7
6103,16
6104,3
6105,12
6106,3
6108,5
6109,5
6110,1
6111,5
6112,7
6113,9
6114,14
6115,14
6116,6
6117,7
6118,15
6119,4
6120,16
6121,3
6122,1
6123,0
6124,15
6125,15
6126,10
6127,8
6128,8
6129,14
6130,5
6131,12
6132,8
6133,0
6134,8
6135,6
6136,3
6137,4
6138,4
6139,16
6140,3
6141,4
6142,13
6143,13
6144,4
6145,12
6146,15
6147,15
6148,7
6149,15
6150,4
6151,9
6152,12
6153,15
6154,10
6155,8
6156,16
6157,3
6158,12
6159,4
6160,0
6161,11
6162,7
6163,4
6164,10
6165,4
6166,13
6167,7
6168,4
6169,10
6170,10
6171,12
6172,2
6173,10
6174,0
6175,10
6176,6
6177,0
6178,7
6179,7
6180,13
6181,10
6182,0
6183,13
6184,9
6185,16
6186,0
6187,1
6188,0
6189,6
6190,2
6191,16
6192,0
6193,10
6194,4
6195,4
6196,13
6197,9
6198,2
6199,4
6200,0
6201,2
6202,0
6203,7
6204,1
6205,1
6206,1
6207,2
6208,11
6209,0
6210,11
6211,5
6212,7
6213,0
6214,11
6215,0
6216,5
6217,14
6218,0
6219,0
6220,0
6221,1
6222,15
6223,11
6224,1
6225,11
6226,1
6227,7
6228,16
6229,0
6230,4
6231,7
6232,3
6233,3
6234,8
6235,14
6236,4
6237,5
6238,14
6239,7
6240,3
6241,0
6242,15
6243,7
6244,4
6245,0
6246,7
6247,8
6248,3
6249,0
6250,5
6251,1
6252,7
6253,0
6254,0
6255,15
6256,15
6257,5
6258,3
6259,0
6260,3
6261,9
6262,3
6263,4
6264,16
6265,9
6266,9
6267,16
6268,7
6269,7
6270,8
6271,16
6272,1
6273,16
6274,14
6275,7
6276,12
6277,7
6278,6
6279,16
6280,5
6281,14
6282,1
6283,0
6284,0
6285,16
6286,14
6287,3
6288,13
6289,7
6290,1
6291,3
6292,3
6293,13
6294,3
6295,13
6296,14
6297,16
6298,8
6299,10
6300,16
6301,10
6302,10
6303,0
6304,0
6305,5
6306,15
6307,7
6308,16
6309,8
6310,1
6311,4
6312,8
6313,7
6314,0
6315,3
6316,13
6317,1
6318,5
6319,14
6320,4
6321,15
6322,8
6323,13
6324,13
6325,13
6326,16
6327,10
6328,10
6329,8
6330,0
6331,8
6332,2
6333,13
6334,0
6335,4
6336,4
6337,3
6338,3
6339,6
6340,12
6341,6
6342,8
6343,10
6344,6
6345,8
6346,9
6347,7
6348,7
6349,10
6350,12
6351,5
6352,0
6353,7
6354,13
6355,15
6356,16
6357,11
6358,2
6359,7
6360,15
6361,0
6362,8
6363,1
6364,16
6365,16
6366,16
6367,3
6368,1
6369,16
6370,7
6371,1
6372,2
6373,16
6374,12
6375,16
6376,9
6377,3
6378,7
6379,7
6380,10
6381,8
6382,13
6383,7
6384,12
6385,10
6386,7
6387,8
6388,3
6389,6
6390,16
6391,4
6392,10
6393,16
6394,10
6395,10
6396,10
6398,0
6399,9
6400,6
6401,0
6402,7
6403,0
6404,5
6405,13
6406,1
6407,0
6408,0
6409,14
6410,7
6411,1
6412,13
6413,15
6414,13
6415,5
6416,0
6417,13
6418,2
6419,10
6420,9
6421,6
6422,9
6423,9
6424,4
6425,5
6426,13
6427,7
6428,14
6429,3
6430,12
6431,10
6432,6
6433,5
6434,7
6435,16
6436,7
6437,13
6438,7
6439,1
6440,5
6441,13
6442,15
6443,10
6444,13
6445,6
6446,7
6447,0
6448,0
6449,13
6450,12
6451,8
6452,4
6453,4
6454,8
6455,4
6456,3
6457,16
6458,7
6459,9
6460,7
6461,12
6462,0
6463,14
6464,4
6465,4
6466,0
6467,12
6468,0
6469,2
6470,10
6471,8
6472,6
6473,4
6474,3
6475,14
6476,5
6477,7
6478,7
6479,7
6480,7
6481,4
6482,8
6483,4
6484,4
6485,16
6486,4
6487,16
6488,8
6489,6
6490,8
6491,4
6492,4
6493,8
6494,16
6495,4
6496,11
6497,4
6498,8
6499,12
6500,4
6501,8
6502,4
6503,14
6504,7
6505,3
6506,7
6507,5
6508,7
6509,8
6510,4
6511,15
6512,4
6513,9
6514,16
6515,16
6516,7
6517,7
6518,3
6519,12
6520,3
6521,3
6522,7
6523,3
6524,8
6525,0
6526,3
6527,7
6528,8
6529,9
6530,9
6531,10
6532,6
6533,7
6534,7
6535,7
6536,10
6537,1
6538,0
6539,7
6540,9
6541,8
6542,7
6543,16
6544,2
6545,1
6546,7
6547,7
6548,12
6549,7
6550,5
6551,2
6552,5
6553,10
6554,0
6555,9
6556,14
6557,0
6558,5
6559,15
6560,7
6561,13
6562,16
6563,8
6564,3
6565,12
6566,1
6567,7
6568,7
6569,6
6570,14
6571,11
6572,3
6573,16
6574,0
6575,9
6576,3
6577,9
6578,14
6579,7
6580,12
6581,7
6582,7
6583,1
6584,1
6585,6
6586,3
6587,4
6588,15
6589,11
6590,16
6591,0
6592,0
6593,0
6594,4
6595,15
6596,10
6597,0
6598,7
6599,5
6600,6
6601,6
6602,0
6603,1
6604,3
6605,3
6606,3
6607,0
6608,1
6609,14
6610,11
6611,0
6612,7
6613,1
6614,0
6615,5
6616,10
6617,8
6618,2
6619,4
6620,1
6621,3
6622,13
6623,6
6624,0
6625,1
6626,5
6627,2
6628,12
6629,16
6630,15
6631,7
6632,4
6633,7
6634,7
6635,4
6636,5
6637,16
6638,16
6639,8
6640,11
6641,4
6642,5
6643,16
6644,4
6645,4
6646,16
6647,4
6648,6
6649,15
6650,1
6651,3
6652,0
6653,14
6654,6
6655,13
6656,7
6657,3
6658,16
6659,9
6660,3
6661,13
6662,3
6663,2
6664,16
6665,16
6666,2
6667,2
6668,0
6669,1
6670,15
6671,6
6672,1
6673,16
6674,12
6675,16
6676,7
6677,14
6678,6
6679,4
6680,5
6681,9
6682,0
6683,10
6684,7
6685,12
6686,7
6687,6
6688,10
6689,6
6690,4
6691,12
6692,7
6693,7
6694,7
6695,13
6696,4
6697,10
6698,0
6699,13
6700,13
6701,9
6702,13
6703,16
6704,13
6705,0
6706,13
6707,6
6708,0
6709,6
6710,6
6711,8
6712,4
6713,16
6714,4
6715,13
6716,8
6717,11
6718,9
6719,4
6720,7
6721,10
6722,9
6723,0
6724,13
6725,4
6726,2
6727,10
6728,12
6729,3
6730,1
6731,10
6732,3
6733,3
6734,10
6735,14
6736,0
6737,10
6738,10
6739,13
6740,7
6741,3
6742,6
6743,12
6744,9
6745,13
6746,9
6747,8
6748,0
6749,11
6750,16
6751,0
6752,3
6753,10
6754,0
6755,7
6756,4
6757,13
6758,7
6759,0
6760,0
6761,10
6762,1
6763,7
6764,1
6765,2
6766,2
6767,10
6768,13
6769,12
6770,16
6771,16
6772,16
6773,7
6774,6
6775,13
6776,2
6777,4
6778,8
6779,6
6780,0
6781,6
6782,16
6783,9
6784,9
6785,13
6786,13
6787,3
6788,10
6789,0
6790,7
6791,7
6792,5
6793,1
6794,7
6795,1
6796,0
6797,5
6798,1
6799,7
6800,12
6801,11
6802,0
6803,15
6804,2
6805,13
6806,0
6807,6
6808,1
6809,10
6810,6
6811,10
6812,3
6813,3
6814,0
6815,6
6816,2
6817,7
6818,13
6819,16
6820,16
6821,3
6822,9
6823,6
6824,6
6826,5
6827,3
6828,8
6829,10
6830,11
6831,0
6832,13
6833,7
6834,6
6835,0
6836,6
6837,8
6838,11
6839,14
6840,1
6841,12
6842,2
6843,0
6844,8
6845,8
6846,13
6847,6
6848,13
6849,1
6850,0
6851,7
6852,1
6853,16
6854,11
6855,6
6856,8
6857,10
6858,7
6859,1
6860,7
6861,16
6862,15
6863,15
6864,3
6865,8
6866,4
6867,7
6868,13
6869,16
6870,15
6871,3
6872,0
6873,9
6874,16
6875,5
6876,16
6877,13
6878,4
6879,11
6880,15
6881,14
6882,2
6883,7
6884,6
6885,6
6886,0
6887,7
6888,8
6889,8
6890,1
6891,5
6892,2
6893,2
6894,5
6895,8
6896,8
6897,7
6898,8
6899,3
6900,13
6901,4
6902,16
6903,11
6904,2
6905,0
6906,1
6907,6
6908,7
6909,9
6910,13
6911,0
6912,2
6913,15
6914,0
6915,1
6916,4
6917,8
6918,7
6919,7
6920,5
6921,7
6922,16
6923,4
6924,4
6925,14
6926,10
6927,16
6928,16
6929,9
6930,7
6931,4
6932,7
6933,7
6934,2
6935,3
6936,1
6937,3
6938,10
6939,7
6940,11
6941,7
6942,4
6943,4
6944,0
6945,3
6946,8
6947,3
6948,15
6949,5
6950,2
6951,0
6952,5
6953,8
6954,11
6955,13
6956,8
6957,8
6958,0
6959,3
6960,7
6961,4
6962,7
6963,12
6964,4
6965,5
6966,5
6967,10
6968,10
6969,10
6970,11
6971,0
6972,10
6973,9
6974,8
6975,7
6976,16
6977,10
6978,4
6979,3
6980,0
6981,1
6982,13
6983,16
6984,14
6985,7
6986,4
6987,16
6988,4
6989,16
6990,4
6991,7
6992,3
6993,14
6994,1
6995,3
6996,0
6997,3
6998,2
6999,13
7000,7
7001,6
7002,2
7003,14
7004,0
7005,8
7006,10
7007,13
7008,7
7009,7
7010,0
7011,3
7012,9
7013,3
7014,11
7015,3
7016,15
7018,7
7019,16
7020,2
7021,1
7022,7
7023,5
7024,8
7025,16
7026,12
7027,9
7028,9
7029,13
7030,7
7031,15
7032,5
7033,1
7034,8
7035,7
7036,9
7037,8
7038,0
7039,16
7040,16
7041,10
7042,7
7043,9
7044,15
7045,5
7046,5
7047,6
7048,5
7049,13
7050,7
7051,5
7052,8
7053,4
7054,16
7055,7
7056,4
7057,4
7058,4
7059,4
7060,10
7061,3
7062,0
7063,4
7064,3
7065,10
7066,12
7067,4
7068,3
7069,7
7070,3
7071,14
7072,16
7073,1
7074,16
7075,8
7076,6
7077,7
7078,16
7079,3
7080,14
7081,1
7082,1
7083,16
7084,16
7085,2
7086,12
7087,13
7088,0
7089,0
7090,13
7091,6
7092,12
7093,0
7094,7
7095,0
7096,0
7097,7
7098,7
7099,14
7100,7
7101,7
7102,8
7103,1
7104,1
7105,16
7106,5
7107,0
7108,2
7109,0
7110,14
7111,15
7112,7
7113,11
7114,8
7115,16
7116,10
7117,10
7118,10
7119,10
7120,10
7121,7
7122,7
7123,12
7124,0
7125,7
7126,1
7127,9
7128,8
7129,9
7130,14
7131,7
7132,8
7133,13
7134,12
7135,12
7136,16
7137,9
7138,4
7139,7
7140,5
7141,10
7142,4
7143,7
7144,1
7145,1
7146,2
7147,6
7148,1
7149,3
7150,3
7151,3
7152,13
7153,12
7154,6
7155,7
7156,1
7157,1
7158,1
7159,1
7160,5
7161,2
7162,1
7163,7
7164,16
7165,7
7166,15
7167,13
7168,0
7169,15
7170,7
7171,11
7172,0
7173,0
7174,7
7175,8
7176,14
7177,0
7178,10
7179,0
7180,2
7181,0
7182,15
7183,15
7184,9
7185,10
7186,7
7187,16
7188,15
7189,0
7190,14
7191,5
7192,7
7193,5
7194,13
7195,6
7196,1
7197,10
7198,7
7199,7
7200,7
7201,7
7202,10
7203,14
7204,0
7205,7
7206,4
7207,0
7208,8
7209,0
7210,0
7211,2
7212,11
7213,4
7214,1
7215,2
7216,16
7217,0
7218,15
7219,13
7220,0
7221,3
7222,7
7223,6
7224,4
7225,7
7226,7
7227,4
7228,5
7229,1
7230,7
7231,9
7232,1
7233,15
7234,5
7235,15
7236,7
7237,13
7238,2
7239,0
7240,8
7241,3
7242,14
7243,2
7244,15
7245,7
7246,1
7247,13
7248,10
7249,13
7250,1
7251,11
7252,2
7253,6
7254,15
7255,7
7256,7
7257,0
7258,7
7259,7
7260,10
7261,1
7262,11
7263,11
7264,5
7265,7
7266,1
7267,16
7268,16
7269,6
7270,11
7271,16
7272,7
7273,1
7274,11
7275,6
7276,14
7277,7
7278,16
7279,11
7280,7
7281,7
7282,2
7283,13
7284,11
7285,2
7286,2
7287,4
7288,14
7289,3
7290,4
7291,4
7292,4
7293,4
7294,1
7295,10
7296,10
7297,7
7298,3
7299,3
7300,7
7301,7
7302,4
7303,4
7304,0
7305,4
7306,4
7307,7
7308,4
7309,7
7310,7
7311,7
7312,5
7313,5
7314,5
7315,7
7316,7
7317,9
7318,8
7319,3
7320,4
7321,13
7322,9
7323,8
7324,0
7325,7
7326,4
7327,13
7328,2
7329,5
7330,4
7331,1
7332,5
7333,5
7334,3
7335,5
7336,1
7337,5
7338,3
7339,3
7340,15
7341,7
7342,3
7343,8
7344,4
7345,13
7346,12
7347,8
7348,14
7349,15
7351,0
7352,11
7353,4
7354,14
7355,7
7356,9
7357,5
7358,1
7359,3
7360,0
7361,7
7362,10
7363,14
7364,4
7365,7
7366,13
7367,0
7368,16
7369,9
7370,15
7371,7
7372,1
7373,15
7374,14
7375,13
7376,8
7377,7
7378,1
7379,4
7380,3
7381,0
7382,16
7383,10
7384,3
7385,8
7386,0
7387,9
7388,7
7389,13
7390,14
7391,1
7392,7
7393,15
7394,2
7395,0
7396,4
7397,12
7398,3
7399,15
7400,4
7401,14
7402,6
7403,7
7404,4
7405,5
7406,7
7407,4
7408,7
7409,1
7410,0
7411,15
7412,7
7413,0
7414,0
7415,7
7416,1
7417,1
7418,0
7419,2
7420,6
7421,2
7422,15
7423,15
7424,8
7425,2
7426,7
7427,5
7428,13
7429,8
7430,10
7431,15
7432,0
7433,10
7434,5
7435,2
7436,4
7437,10
7438,15
7439,4
7440,4
7441,4
7442,4
7443,4
7444,7
7445,0
7446,1
7447,14
7448,13
7449,10
7450,3
7451,5
7452,2
7453,0
7454,3
7455,6
7456,6
7457,1
7458,8
7459,12
7460,8
7461,5
7462,4
7463,10
7464,4
7465,4
7466,6
7467,4
7468,14
7469,10
7470,8
7471,0
7472,8
7473,0
7474,11
7475,1
7476,4
7477,6
7478,4
7479,14
7480,5
7481,0
7482,7
7483,5
7484,4
7485,2
7486,16
7487,1
7488,10
7489,10
7490,15
7491,0
7492,0
7493,5
7494,10
7495,10
7496,13
7497,5
7498,7
7499,8
7500,7
7501,4
7502,13
7503,0
7504,0
7505,14
7506,6
7507,1
7508,16
7509,14
7510,7
7511,11
7512,8
7513,2
7514,13
7515,11
7516,7
7517,7
7518,1
7519,6
7520,3
7521,15
7522,0
7523,5
7524,7
7525,7
7526,15
7527,15
7528,1
7529,2
7530,15
7531,1
7532,11
7533,4
7534,15
7535,7
7536,12
7537,7
7538,0
7539,15
7540,0
7541,1
7542,11
7543,0
7544,14
7545,7
7546,6
7547,4
7548,7
7549,7
7550,13
7551,6
7552,7
7553,5
7554,7
7555,0
7556,2
7557,9
7558,12
7559,6
7560,7
7561,7
7562,7
7563,5
7564,7
7565,16
7566,8
7567,13
7568,3
7569,13
7570,5
7571,5
7572,1
7573,7
7574,15
7575,5
7576,0
7577,7
7578,7
7579,0
7580,7
7581,14
7582,14
7583,0
7584,9
7585,13
7586,10
7587,9
7588,14
7589,15
7590,7
7591,0
7592,7
7593,8
7594,7
7595,0
7596,7
7597,3
7598,7
7599,7
7600,10
7601,12
7602,12
7603,10
7604,8
7605,4
7606,7
7607,9
7608,4
7609,12
7610,12
7611,13
7612,5
7614,0
7615,0
7616,16
7617,14
7618,14
7619,7
7620,16
7621,3
7622,3
7623,3
7624,4
7625,3
7626,3
7627,3
7628,3
7629,4
7630,3
7631,13
7632,16
7633,7
7634,10
7635,1
7636,9
7637,10
7638,16
7639,7
7640,16
7641,0
7642,12
7643,4
7644,16
7645,6
7646,13
7647,6
7648,7
7649,13
7650,4
7651,14
7652,14
7653,8
7654,6
7655,0
7656,13
7657,7
7658,11
7659,12
7660,13
7661,7
7662,11
7663,13
7664,6
7665,15
7666,15
7667,7
7668,0
7669,7
7670,7
7671,9
7672,14
7673,16
7674,7
7675,14
7676,0
7677,6
7678,13
7679,7
7680,15
7681,8
7682,8
7683,2
7684,2
7685,10
7686,0
7687,1
7688,1
7689,13
7690,4
7691,4
7692,2
7693,0
7695,4
7696,7
7697,5
7698,4
7699,16
7700,9
7701,3
7702,7
7703,0
7704,0
7705,7
7706,11
7707,0
7708,15
7709,14
7710,7
7711,15
7712,16
7713,14
7714,11
7715,10
7716,2
7717,5
7718,10
7719,6
7720,10
7721,0
7722,0
7723,0
7724,10
7725,0
7726,7
7727,0
7728,0
7729,7
7730,0
7731,7
7732,2
7733,14
7734,3
7735,3
7736,14
7737,7
7738,7
7739,5
7740,5
7741,0
7742,3
7743,7
7744,7
7745,7
7746,7
7747,13
7748,7
7749,7
7750,12
7751,7
7752,0
7753,13
7754,2
7755,7
7756,0
7757,13
7758,0
7759,7
7760,1
7761,1
7762,16
7764,7
7765,1
7766,16
7767,7
7768,8
7769,1
7770,3
7771,0
7772,6
7773,8
7774,15
7775,15
7776,1
7777,5
7778,0
7779,16
7780,13
7781,13
7782,9
7783,2
7784,7
7785,7
7786,7
7787,4
7788,6
7789,16
7790,4
7791,4
7792,4
7793,4
7794,4
7795,2
7796,16
7797,16
7798,4
7799,11
7800,7
7801,1
7802,10
7803,8
7804,8
7805,5
7806,7
7807,7
7808,1
7809,13
7810,14
7811,4
7812,7
7813,7
7814,5
7815,16
7816,4
7817,4
7818,4
7819,7
7820,0
7821,6
7822,7
7823,2
7824,16
7825,4
7826,9
7827,4
7828,12
7829,5
7830,1
7831,7
7832,1
7833,14
7834,7
7836,1
7837,7
7838,2
7839,14
7840,7
7841,0
7842,15
7843,0
7844,0
7845,6
7846,0
7847,0
7848,0
7849,0
7850,0
7851,11
7852,14
7853,16
7854,15
7855,15
7856,16
7857,10
7858,11
7859,11
7860,15
7861,11
7862,7
7863,6
7864,4
7865,11
7866,6
7867,11
7868,1
7869,4
7870,16
7871,5
7872,7
7873,7
7874,13
7875,14
7876,8
7877,0
7878,10
7879,8
7880,3
7881,14
7882,8
7883,16
7884,10
7885,6
7886,9
7887,1
7888,10
7889,0
7890,14
7891,3
7892,6
7893,7
7894,8
7895,6
7896,6
7897,2
7898,10
7899,5
7900,0
7901,10
7902,4
7903,8
7904,4
7905,7
7906,7
7907,15
7908,4
7909,15
7910,15
7911,1
7912,6
7913,13
7914,15
7915,0
7916,1
7917,0
7918,11
7919,0
7920,4
7921,12
7922,7
7923,4
7924,1
7925,8
7926,7
7927,7
7928,1
7929,8
7930,12
7931,2
7932,10
7933,3
7934,4
7935,3
7936,15
7937,7
7938,16
7939,4
7940,0
7941,0
7942,10
7943,16
7944,0
7945,4
7946,4
7947,15
7948,0
7949,2
7950,0
7951,13
7952,1
7953,11
7954,1
7955,11
7956,0
7957,0
7958,0
7959,1
7960,0
7961,2
7962,7
7963,16
7964,5
7965,13
7966,12
7967,9
7968,9
7969,7
7970,5
7971,7
7972,13
7973,15
7974,8
7975,2
7976,3
7977,1
7978,8
7979,7
7980,4
7981,4
7982,15
7983,5
7984,16
7985,11
7986,11
7987,16
7988,10
7989,0
7990,3
7991,11
7992,0
7993,11
7994,0
7995,0
7996,0
7997,7
7998,0
7999,0
8000,16
8001,0
8002,16
8003,15
8004,0
8005,0
8006,0
8007,7
8008,5
8009,0
8010,1
8011,7
8012,7
8013,0
8014,5
8015,2
8016,5
8017,4
8018,9
8019,16
8020,2
8021,1
8022,2
8023,0
8024,1
8025,16
8026,4
8027,7
8028,4
8029,9
8030,1
8031,3
8032,11
8033,10
8034,1
8035,15
8036,0
8037,16
8038,16
8039,15
8040,0
8041,7
8042,0
8043,10
8044,13
8045,16
8046,8
8047,13
8048,13
8049,4
8050,4
8051,0
8052,7
8053,15
8054,13
8055,9
8056,16
8057,5
8058,1
8059,16
8060,12
8061,15
8062,0
8063,8
8064,12
8065,3
8066,5
8067,0
8068,0
8069,11
8070,10
8071,7
8072,10
8073,10
8074,8
8075,6
8076,11
8077,16
8078,4
8079,10
8080,9
8081,11
8082,3
8083,16
8084,9
8085,6
8086,3
8087,8
8088,3
8089,8
8090,7
8091,7
8092,5
8093,4
8094,5
8095,3
8096,12
8097,7
8098,0
8099,7
8100,12
8101,0
8102,8
8103,3
8104,8
8105,16
8106,4
8107,10
8108,4
8109,10
8110,1
8111,7
8112,16
8113,8
8114,3
8115,0
8116,7
8117,14
8118,16
8119,1
8120,15
8121,2
8122,16
8123,10
8124,2
8125,14
8126,0
8127,0
8128,1
8130,3
8131,14
8132,6
8133,0
8134,13
8135,10
8136,10
8137,16
8138,12
8139,8
8140,3
8141,12
8142,4
8144,1
8145,10
8146,3
8147,14
8148,14
8149,7
8150,0
8151,6
8152,3
8153,7
8154,0
8155,7
8156,13
8157,14
8158,15
8159,10
8160,0
8161,12
8162,14
8163,0
8164,0
8165,14
8166,15
8167,9
8168,16
8169,1
8170,13
8171,4
8172,14
8173,4
8174,1
8175,7
8176,7
8177,0
8178,0
8179,0
8180,7
8181,11
8182,7
8183,7
8184,8
8185,11
8186,7
8187,1
8188,3
8189,1
8190,7
8191,3
8192,6
8193,10
8194,14
8195,0
8196,12
8197,7
8198,12
8199,6
8200,7
8201,13
8202,5
8203,4
8204,10
8205,7
8206,15
8207,11
8208,10
8209,13
8210,12
8211,0
8212,0
8213,3
8214,7
8215,7
8216,4
8217,10
8218,5
8219,0
8220,5
8221,10
8222,0
8223,5
8224,5
8225,10
8226,3
8227,15
8228,8
8229,7
8230,5
8231,7
8232,11
8233,0
8234,11
8235,1
8236,11
8237,10
8238,12
8239,8
8240,11
8241,4
8242,3
8243,4
8244,8
8245,13
8246,4
8247,7
8248,10
8249,15
8250,6
8251,1
8252,5
8253,7
8254,12
8255,4
8256,4
8257,4
8258,12
8259,4
8260,4
8261,7
8262,2
8263,10
8264,16
8266,6
8267,4
8268,4
8269,4
8270,7
8271,12
8272,4
8273,9
8274,3
