,data_clean
4232,food sandwich free drink
4233,smooth flight arrival ahead schedule
4234,lca ath muc
4235,flight time pleasant
4236,cabin crew polite helpful
4237,hot breakfast serve reach athen normal meal munich flight
4238,price little bit expensive recommend
4239,satisfactory
4240,
4241,enjoy flight
4242,seat comfortable plenty legroom
4243,addition flight depart time
4244,crew smile flight entertainment poor
4245,athen paris nov 5th
4246,wait passenger minute
4247,cause miss paris chicago connection second
4248,aegean flight crew alert halfway flight probably wouldn connect time leave plane
4249,help available
4250,group college educate adult couldn directional sign whatsoever paris airport
4251,hear board
4252,reach gate time watch flight
4253,spend night paris
4254,filthy plane dirty seat badly worn carpet
4255,ath prague ath
4256,
4257,efficient polite cabin crew smooth service economy cabin
4258,cold snack sandwich tiny chocolate poor quality taste
4259,cold hot drink offer smile
4260,score cold meal bit inspiring
4261,aegean usually choice price reasonable trustworthy
4262,aircraft clean meal tasteful
4263,time
4264,friendly staff friendly excess baggage policy
4265,mxp ath jul 15th
4266,a321 aircraft new comfortable large legroom
4267,hot meal flight
4268,flight time efficient crew
4269,ath jul 17th
4270,a320 aircraft
4271,short domestic flight stressful previous
4272,plane crowded board chaotic
4273,flight min long serve rush remarkable crew manage serve 150 people short time
4274,general fly
4275,family flight sep rome athen sep athen prague
4276,flight satisfactory
4277,leave time
4278,candy offer
4279,snack consist sandwich yoghurt morning flight prague
4280,evening flight rome offer sandwich juice
4281,good coffee available
4282,economy seat comfortable asian size
4283,seat standard size asian american european airline
4284,a320 cabin clean
4285,cabin service friendly efficient
4286,check fiumicino venizelo airport fast straight forward
4287,inconvenience experience athen airport
4288,late night arrival past p.m. hassle plane rid bus terminal
4289,think aegean jet use tube plane park tarmac distance terminal
4290,wasn case morning flight prague plane connect tube
4291,overall value money satisfactory
4292,choose aegean opportunity arise future
4293,aegean short hop athen mykono
4294,day travel public sector strike fault airline
4295,update website day list delay cancel flight appear list lead believe run time
4296,check inform run hour late allow check suitcase
4297,offer voucher refreshment think delay length maybe strike situation exempt
4298,eventually minute later new expect departure time
4299,air crew busy talk loud voice cabin couldn hear safety demonstration
4300,mean notice guy ignore instruction switch mobile device continue
4301,manage hand boiled sweet whizz round drink run expect short flight
4302,ticket expensive consider book month advance minute flight
4303,travel lhr ath business class ath jmk mykonos economy
4304,flight boarding fine seat usual european centre seat leave centre seat fold form table
4305,offer pre drink
4306,half plastic glass orange juice inch sparkle white wine plastic glass
4307,drink service equally mean order glass white wine half glass offer
4308,meal service chaotic female cabin manager look passenger
4309,book mykonos hour transit time
4310,land bus terminal clear immigration bag book final destination join horrendous queue security domestic flight
4311,queue minute connection skin tooth
4312,relaxing way start vacation
4313,return flight jmk ath fine minute
4314,flight athen business class passenger service quality food let aegean airline
4315,cabin crew international sector depth service slow mean quantity quality
4316,return main meal bad aircraft
4317,athen mykonos athen
4318,flight time nice look airbus 320 good leather seat overhead screen nice cabin crew
4319,try service min flight sweet drink leg manage reach row ridiculous general expect service short hop bother
4320,fly aegean time chania athen
4321,return friday 24th august
4322,book flight chania athen depart
4323,eventually explanation
4324,worried connect aegean flight athen heathrow leave
4325,land athen know catch flight stewardess ask land lend smooth flight experience
4326,happen deserve gold star aegean representative meet come plane escort quickly smoothly check security london flight soon board 1335
4327,
4328,amazing luggage secure flight
4329,excellent recovery aegean
4330,return trip ath use aegean time
4331,book
4332,check lhr efficient ath great airport way
4333,help main carrier ath resource people check
4334,flight service good nice crew leg lot smile team spirit
4335,food low expectation
4336,overall good experience definitely chose route
4337,
4338,clean airbus a320
4339,flight time friendly staff meal serve consist dry bread roll small slice ham dry
4340,allow drink round meal water
4341,excellent service professional attitude ground staff brussel people board bru cfu flight august 2012
4342,frequent flyer flight year
4343,aegean preference professional trip vacation
4344,time fly dog staff ground extremely helpful trip trouble free
4345,service board good competition belgium greece route
4346,good meal free drink flight
4347,airbus clean nicely decorate leg space
4348,word aegean excellent choice
4349,fly lhr athen return
4350,outbound fairly new aircraft acceptable average economy term seat meal entertainment
4351,return old small plane ghastly
4352,seat tight like budget airline service match national carrier
4353,delay hour tarmac athen
4354,control alleviate discomfort
4355,child cramp seat
4356,time like true quality
4357,way old plane avoid
4358,
4359,aegean world class airline far domestic flight concerned disappointed service flight
4360,business class row economy serve refreshment flight
4361,poor cabin management
4362,crew time fully aware service
4363,think drink leave poor taste mouth perspective especially try blame bad weather
4364,time aegean family istanbul athen
4365,line airport fast hassle luggage flight leave time arrive early seat fairly comfortable surprise offer generous snack flight barely hour duration
4366,overall superior quality service domestic flight
4367,paris athen mytilini
4368,compare competition option greece
4369,friendly service good hot food lunch evening flight wine seat comfortable aircraft modern clean time
4370,overall good
4371,
4372,flight time
4373,plane a320 airbus new clean inside
4374,cabin crew pleasant care board service good flight hour
4375,seat comfortable option check online
4376,fly time domestic abroad satisfied
4377,ath fra
4378,great experience aegean clean relatively new aircraft meal serve polite caring crew
4379,map display cabin movie form entertainment appreciate hour flight fly aegean london movie
4380,regardless airline pleasure fly
4382,attentive pleasant crew come
4383,clean new airbus food service good
4384,drink service frequent time flight
4385,overall welcoming pleasant
4386,
4387,aircraft leave larnaca time cabin crew look smart polite pay way flight value money excellent drink food include
4388,cabin crew come round think time hour flight drink available request need cabin crew happy serve galley
4389,flight meal average catering flight larnaca great
4390,seat comfortable plenty leg room pilot update arrival time weather nice know land bang time
4391,despite bad weather london landing probably smooth flight know touch ground
4392,wish fly terminal lhr great run aegean fault
4393,great little airline definitely fly greece cyprus
4394,
4395,short sweet flight
4396,cabin crew professional aircraft clean
4397,food inflight entertainment short flight nice gesture provide passenger light refreshment
4398,gold member greek airline aegean olympic air travel 100 time year admit aegean air highly recommend especially ground service lounge luggage priority service
4399,excellent follow service great lounge separate room smoker
4400,good luggage priority service greece
4401,improve follow offer free 24h parking like olympic air offer gold member
4402,improve unacceptable price value money local flight
4403,dramatically improve flight food local flight
4404,ath lhr sector new airbus a320
4405,clean inside
4406,flight depart time pre drink business
4407,comfortable blue leather seat middle seat free allow room
4408,attractive attentive crew service smile polite
4409,dinner choice menu plentiful delicious good selection greek wine accompany meal
4410,headset film flight
4411,regular water service pretzel snack
4412,excellent business product definitely use aegean
4413,cdg ath
4414,
4415,hot dinner serve entertainment available case compete company route
4417,staff friendly professional
4418,skg str week way
4419,flight a3510 a3511
4420,excellent aircraft clean malfunction seat inflight map captain announcement standard extra experience turbulence belgrade
4421,star alliance stylish meal serve hot beverage coffee happy help flight attendant ultra fast baggage drop mobile check
4422,print boarding pass
4423,highly recommend
4424,like fly flight cfu ath muc opposite
4425,fly home zrh want board card
4426,reason muc
4427,ask lady check sorry help
4428,organise muc
4429,flight flight attendant want flight
4430,food time inedible service awful
4431,glass water ask time finally bring roll eye
4432,sure fly
4433,charter service tel aviv heraklion
4434,a320 new clean leather seat
4435,drink serve
4436,female crew completely disinterested
4437,airshow available position aircraft available map area
4438,hear good thing service experience
4439,jun flight milan athen connect mykonos suppose leave leave
4440,little info plane break new come athen
4441,new plane arrive ground staff gate disorganize delay longer
4442,extreme delay snack water
4443,arrive athen miss flight jmk ticket agent help departure hour late olympic
4444,email aegean time enquire refund ticket instruct mxp ath email response
4445,overall aegean usually pretty good fly twice year interaction lose trust
4446,fly athen santorini new a321 aircraft
4447,economy seat leather soft comfortable luggage bin large able fit acoustic guitar cabin
4448,view flight land incredible flight ticket slightly expensive short distance
4449,inflight entertainment unfortunately absent flight 1hr short beverage serve half passenger reason
4450,good trip
4451,tlv
4452,charter flight expect bad experience pleasantly surprise
4453,leave time
4454,a320 new clean
4455,cabin crew helpful nice
4456,informative announcement captain
4458,paris corfu athen
4459,flight time aboard newish a320
4460,food serve great
4461,absolutely complain view coast spectacular
4462,athen london economy
4463,flight depart time arrive min early
4464,tasty meal serve board big expect
4465,round drink movie flight
4466,attentive cabin staff
4467,
4469,aegean average
4470,flight delay hour high wind gate attendant managing expectation string delay minute return time
4471,a321 seat closely bunch leg room lack head rest sleep tricky longish flight
4472,cabin service slow meal dismal quality direction wine pleasant
4473,film direction work
4474,crew friendly focus
4475,online check work win iphone app
4476,experience airport fine
4477,enjoy experience route quality product onboard
4478,experience horrible trip
4479,surround child age scream yell entire flight
4480,toy floor swinging chair hallway plane stick seat able use bathroom
4481,stewardess stop yelling
4482,time dinner reach cold tasteless earphone work hear monitor pick trash stick seat
4483,
4484,
4485,good experience aegean overnight flight fairly busy crew professional drink run meal good portion small
4486,a320 clean leather seat comfortable
4487,headset hand good music selection movie overhead screen
4488,flight arrive athen minute early luggage long appear
4489,extremely good service use hesitation
4490,ath lhr
4491,unfortunately item package continue deteriorate
4492,book flight day prior trip
4493,expensive think flight flight lhr return
4494,inflight cater joke
4495,frozen pasta small salad
4496,water service hour flight
4497,crew efficient interaction freeze smile
4498,baggage delivery life lhr half life ath
4499,flight ahead time point wait minute luggage
4500,big problem problem alternative ath lhr route
4501,belfast larnaca 18th 40pm
4502,food shocking staff rude unhelpful
4503,allow drink round meal water
4504,toilet door lock order
4505,lady ask book meal air hostess reply book meal tonight shrug shoulder walk
4506,way home larnaca belfast like different airline air hostess present couldn food shocking
4507,flight film inflight entertainment
4509,clean new airbus 320 aircraft
4510,seat perfect good legroom compensate
4511,selection nice music help fall good travel mode
4512,flight ahead schedule
4513,scared fly smile helpful flight attendant attitude definitely help
4514,sweet small nice touch
4515,decent proper meal honest wine actually taste good
4516,overall good airline help begin holiday hour reach greece prolong hour leave
4517,heathrow larnaca return
4518,aircraft a321 clean tidy
4519,depart arrive time way
4520,good food inflight entertainment free drink great service friendly crew
4521,book advance great price
4522,good airline
4523,
4524,thing change
4525,food inedible know onboard stomach
4526,understand priority luggage come minute
4527,notice couple aegean flight
4528,plane new clean cabin crew decent
4529,aegean want extra star need good food good luggage handling service happy face
4530,heathrow athen
4531,huge line baggage drop aegean employee check entire flight
4532,problem baggage belt add wait time frustration
4533,staff snappy rude
4534,delay minute delay boarding departure
4535,plane hot air conditioning little help
4536,finally arrive athen wait extra minute bag start come belt
4537,
4538,athen frankfurt
4539,nice lounge athen good selection food
4540,flight average food terrible breakfast consist burn pasty offering bread roll
4541,overall fair offering review expect
4542,
4543,airbus a319 way
4544,flight
4545,attentive crew nice flight drink serve minute flight
4546,recommend
4547,staff heathrow airport helpful
4548,
4549,cabin crew opposite polite smile
4550,shame spoil
4551,excess luggage personally think charge
4552,charge kilo believe away
4553,lhr ath return a320 outbound a321 return
4554,excellent service good fare
4555,aircraft clean comfortable round drink wine tea coffee
4556,
4557,flight time ahead schedule
4558,
4559,flight arrive london early luggage delivery slow difference
4560,decent service food horrible
4561,new clean plane
4562,
4563,love fly aegean air rome athen 2011
4564,check breeze
4565,food warm good dessert
4566,staff courteous helpful
4567,fly easyjet week european backpacking trip fly aegean treat
4568,lhr mykono rtn athen way
4569,minute delay outbound lhr mean connection tight athen
4570,cabin crew provide reassurance anxious passenger crew member aegean airline care passenger worry athen tight connection meet lady competently high speed escort complex connect arrangement
4571,delay return service land minute early lhr
4572,service onboard good hot meal free bar
4573,way lhr ath new a321 aircraft flight entertainment main screen
4574,flight mix a319 a320 vary age
4575,thoroughly enjoy flight crew work hard proud airline
4576,heathrow larnaca return october 2011
4577,excellent respect new clean aircraft relaxed attentive service
4578,lhr ath lhr business class
4579,flight comfortable reasonably good service
4580,return trip breakfast extremely good good lunch outward leg
4581,significant delay greek atc work rule
4582,athen chio athen economy
4583,despite minute flight operate a320
4584,passenger outward leg busy return large number pax transiting athen route canada home summer
4585,service okay early morning flight offer coffee soft drink chocolate croissant
4586,check athen efficient
4587,chio small airport experience smoothly cramp check area long delay luggage check boarding card issue
4588,staff excellent customer service orient meal good plane new
4589,seat comfortable lounge athen smoking area pack
4590,fly flight summer delay
4591,aware air traffic control restriction airline fault
4592,feel crafty hour delay board sit plane age pay compensation
4593,plus fleet modern new
4594,flight cabin crew helpful smart smile
4595,food adequate choice
4596,check online hour flight book emergency row seat extra charge
4597,fly aegean look forward
4598,nice service bad thing occasionally book aegean end return flight second leg inferior company
4599,sure check connection return flight involve
4601,super flight great crew offer chance captain
4602,great movie lovely food good choice duty free item lounge comfortable
4603,lhr ath jmk
4604,bag transfer seamlessly athen main concern
4605,lhr ath flight smooth cabin lighting dim meal trolley service flight food serve quickly cabin crew extremely friendly
4606,ath jmk quick flight time hand drink grab landing
4607,overall pleasant flying experience help open selection book seat exit row ability check
4608,criticism cabin announcement speak english quickly hear understand
4609,lhr ath cfu return
4610,good plane seat food
4611,time
4612,let crew glamorous bit clueless
4613,long leg attempt second drink meet nod smile avail
4614,business lounge athen good
4615,lhr lca return economy
4616,cabin crew attentive professional
4617,food tasteful drink distribute time flight
4618,
4619,professional service
4620,delay hour crete athen receive voucher free domestic flight
4621,
4622,flight time ground handle efficient
4623,flight operate small arj aircraft crew inefficient rude
4624,meal average
4625,athen heathrow route
4626,arrive terminal 30min late air traffic
4627,hrs collect baggage check terminal domestic flight
4628,fast walk baggage claim 20min wait 30min baggage arrive
4629,time accept counter late
4630,miss connection strongly recommend allow hrs connect terminal
4631,airline good
4632,clean new a321 friendly flight crew free drink onboard meal average
4633,fly time year domestic european destination aegean preferred airline year problem delay 1hr issue free ticket wife complain
4634,aircraft clean stuff friendly kind
4635,airline good service
4636,ath skg ath axd ath jmk
4637,aegean good flight attendant nice food pilot good explain delay
4638,problem wasn room bag plane end security
4639,
4640,work despite air traffic control strike greece
4641,good medium haul flight
4642,online check efficient baggage drop counter queue
4643,leave thessalonika p.m. strike
4644,plane arrive late good job turn plane min
4645,cabin clean proper look
4646,comfortable seating
4647,great service warm meal wide choice beverage
4648,staff unbelievably friendly helpful
4650,
4651,paris cdg athen
4652,arrive early checkin counter tell away min early check queue thing slow terminal
4653,excess baggage min determine pay counter min
4654,checkin counter min delay
4655,arrive flight departure departure gate min boarding
4656,complete utter shamble
4657,flight excellent
4658,cabin crew attentive meal good aircraft cabin condition clean modern
4659,ath lhr a321
4660,toy kid
4661,passenger order special diet manage deliver meal quick possible
4662,ask need second bread
4663,hot meal choice beef brisket rice amazed prepare hong kong style cuisine
4664,seat 3x3 spacious good flight hour
4665,london heathrow larnaca
4666,aegean price reasonable a320 comfortable
4667,crew happy help free meal include nice
4668,great heathrow terminal use
4669,
4670,ath lhr economy
4671,comfortable seat excellent meal clean new aircraft flight entertainment
4672,frequent flyer department bit difficult deal like flight information flight deck
4673,definitely value money direct flight
4674,ath lhr a321 new clean
4675,sit row far screen fact place business class divider row business class
4676,flight price like fact ticket changable pay small fee
4677,food fine portion small
4678,ask second meal provide minute
4679,luggage collection landing heathrow slow forever
4680,despite small issue aegean airline airline enjoy fly good choice far athen
4681,travel aegean number time service impeccable
4682,ground crew eager help facilitate flight time comfortable journey nice meal board
4683,mxp ath economy class
4684,excellent onboard service good airline meal
4685,flight attendant nice professionally handle medical emergency right land
4686,flight aegean airline past year
4687,good value money
4688,flight time inflight service exceptional friendly
4689,helpful ground staff
4690,overall preferred carrier greece
4691,cdg ath
4692,pleasant flight time new a320 film french translation earphone free
4693,food hot excellent
4694,crew helpful
4695,nice experience
4696,airline helpful difficult time
4697,deliberately increase price mad panic cause bad weather europe day christma
4698,original booking travel london athen klm pass air france
4699,organize thing properly endless problem day far paris hope leave day
4700,aegean come rescue late sure miss flight greek island
4701,day nightmare rebook domestic flight time aegean accommodate
4702,ist ath skg business
4703,good airline clean plane time friendly cabin crew
4704,hot meal ist ath flight didn´t time finish short length flight stewardess apologetic
4706,lhr ath return
4707,seat comfy plane clean tidy
4708,staff nice friendly
4709,food extremely nice choice
4710,complimentary
4711,istanbul athen good flight courteous flight attendant fly past year
4712,excellent service
4714,crew friendly efficient
4715,food fine greek orient cuisine complementary drink
4716,seat comfortable reasonable legroom
4717,young child check staff priority label bag
4718,minor complaint heathrow desk open couple hour departure queue check bag web check straightforward unable check separate check
4719,unable purchase ticket online son 1yr old time booking 2yrs old fly website handle
4720,pleasant start finish holiday
4721,athen santorini
4722,aegean modern fleet a320s
4723,flight short efficient
4724,seat comfortable
4725,business lounge athen small great variety food
4726,muc ath
4727,seating standard european business middle seat block
4728,highlight flight meal pasta dish shrimp calamari tomato sauce simply excellent
4729,friendly crew good service meal
4730,ath fra
4731,nice clean a320 polite smile crew
4732,service consist nice hot dish unusual day short haul dessert round drink wine beer available free charge ask serve second smile
4733,crew bit tolerant passenger respect seat belt sign taxi
4734,
4736,book minute strike
4737,bmi lounge excellent swissport lounge athen good
4738,modern clean a321 200 seat outbound inbound
4739,
4740,food service rush outbound pre lunch drink offer champagne pre
4741,food average quality good greek accent
4742,food service quality similar inbound sign champagne
4743,ife unusually provide flight consist single film overhead drop lcd screen
4744,priority baggage return work remarkably outbound inbound general efficiency new athen airport delight
4745,overall good product
4746,customer support uninterested answer email despite fact gold card holder
4747,contract lounge ath fly extra schengen
4748,unacceptable large carrier greece popular destination extra schengen london larnaca
4749,flight attendant nasty habit ignore passenger forget bring drink meal
4750,hide charge frill airline charge book flight online eur way fee buy phone pay buy ticket desk
4751,athen tel aviv return
4752,price fair flight pleasant staff polite cabin clean food average usual
4753,
4754,flight nice new aircraft time decent food hot meal entertainment hour flight
4755,travel time aegean airline berlin athen athen larnaca domestic flight greece
4756,general good company long need customer support
4757,case wait hour day pick phone tell competent respond question forward
4758,surprisingly time pick forward
4759,malicious trick wait responsible person
4760,happen week lucky
4761,bad habit inform passenger delay unexpected event jeopardise trip
4762,miss flight depart day advice athen airport information desk aegean pick phone line busy morning till midnight question flight delay cancel airport clock morning hope flight place ask aegean people
4763,
4764,result wait month tax ticket
4765,hide charge use internet book ticket involve fee applie book ticket phone
4766,recently fly athen milan
4767,
4768,purchase ticket provide adult bag expensive
4769,counter agent disinterested respond greek understand
4770,practice unreasonable unacceptable
4771,ath ist new a320 possibility check mobile phone check
4772,personally use service
4773,prefer traditional check line convenient crowd
4774,service nice crew friendly ask newspaper flight attendant note seat bring newspaper run newspaper lot people business class
4775,return flight flight attendant notice seat bring newspaper
4776,iff overhead screen map flight flight information
4777,food nice selection wine beer
4778,flight time
4779,return flight time duty free trolley
4780,self check easy use unfortunately cover abroad airport
4781,
4782,manual check little slow
4783,meal good economy class
4784,staff attitude friendliness impressive
4785,flight comfortable
4786,ath lhr a321 great nice inflight entertainment
4787,food average crew professional
4788,
4789,absolutely terrible
4790,fly airline
4791,extremely rude speak wife fix fact late arrival miss connection flight pay pocket crazy money hotel taxi
4792,manager newark airport idea perform good guest experience
4793,try contact customer service sorry
4794,scenario
4795,favor fly airline matter cost promise good
4796,aer lingus absolute bad airline fly
4797,
4798,bad airline experience
4799,
4800,rip online check
4801,pay regular tourist class seat
4802,pay 65usd seat
4803,extremely poor outdated non functional entertainment
4804,
4805,unfriendly cabin crew
4806,dirty cabin toilet
4807,greasy non tasty meal
4808,
4809,uncomfortably cold cabin temperature
4810,wear jacket hood
4811,
4812,overall experience airline overwhelm operation
4813,feel like know
4814,dublin seattle
4815,luggage lose aer lingus flight 143 sea rep carousel clueless access know baggage delay barely claim form poor copy original faint unreadable
4816,wait hour bag start arrive confirm bag remain
4817,reference contact hrs status luggage
4818,
4819,flight land use number claim form shore center confirm later rep aer lingus waa list airline service use choice rep help hrs claim tell record luggage arrive day flight
4820,day hrs flight arrive tell info rep time tell delay plane hold contact airline
4821,come information additional questioning admit actually contact information confirm current location bag
4822,later tell luggage arrive sunday flight flight 28th
4823,ask send airline tell possible
4824,sunday night rep luggage expedite couldn tell flight
4825,tell schedule arrive airline tell airline
4826,antwerp toronto dublin
4827,aer lingus problem plane departure antwerp
4828,ensure connect passenger north america assurance effort access connect flight silent
4829,stay silent email advise plane finally fly dublin hour late
4830,aer lingus portal web site allow purchase upgrade change exist flight
4831,service agent available online telephone
4832,loop option choose service agent start loop
4833,cabin staff discuss matter assure deal dublin
4834,dublin staff advise book new flight require retrieve baggage direct possible service centre wish purchase ticket
4835,couple hour waste time finally force agent assist want book future hotel credit
4836,
4837,problem aer lingus service option online telephone staff dublin set sell ticket service victimize customer
4838,fly airline
4839,regional carrier try present real international carrier
4840,day land canada respond concern
4841,
4842,dublin london heathrow aer lingus
4843,check line travel carry straight lounge pay access
4844,lounge limited food offer noon departure coffee machine work
4845,staff agitate constantly tend faulty coffee machine passenger line serve
4846,total waste money access good option terminal price pay enter lounge
4847,boarding orderly commence late result late departure
4848,board gate agent stop tell carry check
4849,board watch passenger come item big carry
4850,seat poor pitch glad pay extra exit row
4851,pleasant service offering abysmal water coffee cost extra
4852,feel like discount mainline carrier
4853,seat pocket plastic cup leave indicate cleaning haphazard
4854,point simply shrug problem
4855,anticipate flight land late
4856,experience aer lingus hopefully
4857,
4858,fly september 5th flight suppose leave leave
4859,airport hour wait
4860,seat pay extra people book flight choose seat specifically
4861,choose seat specifically bother
4862,poor guy feel bad
4863,dublin talk ticket agent tell receive refund
4864,long wait seattle travel decide book aer lingus lounge comfortable wait
4865,tell lounge custom
4866,clear custom lounge girl tell use lounge custom
4867,send email aer lingus tell guarantee seat administrative fee non refundable
4868,use airline avoid
4869,seattle edinburgh dublin
4870,flight delay hour
4871,baggage lose responsibility
4872,instead suggest speak contractor menzi
4873,hold minute ask speak supervisor agent hang
4874,day multiple phone clue baggage care little
4875,pay lost luggage fee
4876,
4877,aer lingus bad travel experience year frequent flying
4878,tldr minute flight cancellation reroute option rude slow customer service non transparent misguide compensation refund policy
4879,book flight seattle faro connect boston dublin attend wedding
4880,flight suppose land terminal irish department justice website require entry ireland
4881,arrival flight onward connect flight terminal hour 0400 1600 need landside onward connect flight
4882,initial flight seattle cancel hour departure
4883,accidentally check email head airport notification
4884,customer support hold min customer service agent rude offer reroute arrive day initial arrival date mean miss main purpose trip attend wedding suppose
4885,ask early option place hold phone disconnect min
4886,wait min hold automatically disconnect
4887,time finally agent min
4888,ticket exchange hour flight hour flight hour wait boston
4889,accept offer choice
4890,second fly boston jetblue flight agent check rout luggage directly faro airport
4891,arrive boston wait hour check aer lingus agent check passport board pass explicitly mark visa ask number time final destination
4892,gate agent ask passenger check desk confirm luggage
4893,check passport issue new boarding pass
4894,hour later allow board plane aer lingus agent transit visa dublin
4895,spend hour run jetblue agent aer lingus agent exchange blame rude humiliating manner
4896,aer lingus support line help
4897,eventually offer return seattle use 1360 ticket
4898,result miss vacation attend good friend wedding lose 1360 ticket 2000 hotel reservation car rental arrangement week aer lingus reply claim refund compensation regulation mention website explicitly mention right compensation case cancellation
4899,amsterdam cork
4900,huge queue passport control amsterdam airport spend minute security line manage gate minute departure time assistant let board door close
4901,ruin birthday weekend family
4902,refuse refund customer service available weekend weekday minute wait time hang receive complaint
4903,angele edinburgh dublin
4904,absolutely terrible customer service
4905,luggage lose aer lingus flight los angele edinburgh despite chase everyday luggage day later
4906,promise happen
4907,
4908,dublin lisbon
4909,good airline pleasure fly
4910,organize good attitude actually function similar flag country
4911,company cabin crew mature professional good hostess
4912,
4913,
4914,shall start book flight month ahead planned holiday
4915,book travel agency aer lingus let access site reserve seat choice
4916,medical issue like aisle seat
4917,eventually aer lingus centre let pay seat
4918,able check online day departure
4919,bag drop dublin efficient work
4920,present dublin undergo expansion building work
4921,place transfer bus building enter look like annex far end airport stand number
4922,passenger flight form set queue consecutively
4923,walk aircraft passenger leave wait expose area min
4924,assistance elderly people frail disabled people
4925,cabin crew friendly sure present safety routine sense purpose
4926,interior cabin spotlessly clean
4927,flight drink snack available purchase
4928,nice native italian speaker crew passenger italian people
4929,flight hour
4930,time captain speak twice occasion speak rapidly understand word
4931,route map inflight magazine rip tatter
4932,lavatory clean
4933,note cabin crew sit flight duration journey little allow colleague work
4934,disembarkation quick efficient
4935,direct flight convenient
4936,cheap alternative airline
4937,
4938,aer lingus convenient departure time buy advance price reasonable high season travel
4939,overall reasonable experience
4940,concern experience dublin airport lack visible help mobility impair passenger
4941,building work good signage need
4942,nice touch passenger comment use irish language
4943,important promote irish culture heritage irish national carrier
4944,aircraft use a320 lovely dark green aer lingus colour new cut livery
4945,recommend aer lingus friendly hardworking staff proviso improve communication airport
4946,overall pleasant experience
4947,fly tenerife dublin 2019
4948,arrive dublin 30am
4949,
4950,hour
4951,form airport rude lady aer lingus
4952,day
4953,tenerife airport confirm bag leave tenerife aircraft head dublin
4954,
4955,unprofessional service ground aircraft
4956,aer lingus lose baggage flight dublin edinburgh day ago
4957,
4958,address hotel stay baggage arrive
4959,request baggage send glasgow airport hold friday august 2nd fly aer lingus representative agree confirmation
4960,arrive glasgow airport tell baggage send edinburgh unknown reason
4961,travel personal belonging day team lie unprofessional
4962,phone email claim website unsure baggage
4963,request baggage mail home agree
4964,morning longer locate baggage
4965,bad communication bad service overall unprofessionalism
4966,
4967,flight number 911 10th july
4968,arrive gatwick check
4969,sit plane tell problem air traffic wait tell flight cancel
4970,tell collect luggage check desk arrange flight sort accommodation
4971,arrive check desk long que stand hour tell seat available knock saturday 13th
4972,wait extra night flight dublin delay 2hours
4973,time offer bottle water
4974,aer lingus ground staff
4975,sit flight dublin 1hour 30min flight
4976,arrive dublin follow morning tell bus knock hour 30min drive away
4977,bus hour exhaust able home knock hour taxi friend day bus knock arrive knock 11th hour arrive knock airport
4978,try compensation tell flight dublin refund pay taxi bus
4979,offer inconvenience
4980,
4981,reasonable fare summer
4982,flight cabin baggage dimension seemingly issue check
4983,plenty overhead space despite capacity flight
4984,passport check non schengen lead directly gate long line board immediate
4985,gate staff warm friendly
4986,flight crew courteous smile friendly
4987,spot particular cabin crew utmost reseat female passenger separate group
4988,flight depart time regular precise rout info cockpit fly dublin
4989,informative
4990,arrive ahead schedule short delay stand gate area occupy outbound flight
4991,time arrive dublin transport main building bus
4992,airport capacity issue aer lingus’
4993,overall positive experience look forward fly
4994,ready fly home edinburgh hartford dublin
4995,tell connector edinburgh dublin late fly hartford
4996,rout heathrow boston tell aer lingus boston’
4997,wait edinburgh airport hour board flight heathrow measly pound credit food
4998,complain stick boston 30p
4999,happen time
5000,basically rid fast
5001,terrible experience level
5002,
5003,review long time come
5004,like start positive note
5005,betty colleague work check desk o’hare evening june 2019 life saver
5006,woman help early transfer flight deserve acknowledge
5007,unfortunately circumstance surround trip nightmare ish
5008,choose fly cost convenience chicago
5009,trip aer lingus luggage lose connection dublin rome
5010,hour hour spend phone essentially help
5011,reason recover bag pure luck
5012,airport miraculously bag flight day
5013,albeit sit middle airport contact arrive
5014,receive zero compensation inconvenience despite submit claim airline
5015,book aer lingus disaster price significantly flight experience terrible compare airline
5016,plan change prior departure customer service line worthless
5017,prepare hold hour speak operator prepared assist
5018,fly airline run issue departure option work personnel origin airport directly
5019,additionally check process airport aside o’hare run zero efficiency
5020,recent check depart amsterdam usa employee work desk
5021,family deal issue hold line hour
5022,sense step aside work majority passenger check
5023,line ridiculous
5024,line mark check bag drop flyer unable check online annoyance unclear differentiation line
5025,create discord passenger wait argument turn
5026,arrive airport hour spare check snafu feel rush security custom
5027,check board pass realize arrive security agent print board pass transfer flight
5028,rush gate inquire print pass error check
5029,tell assist option check dublin airport
5030,hour minute layover custom feasible
5031,flight delay solid chance miss connection chicago
5032,good avoid fly airline cost
5033,consistent terrible service inefficiency encounter step way worth saving
5034,boarding chaotic cram passenger bus lengthy wait drive airplane
5035,plane tiny old seat close feel knee passenger reason seat leave row seat plane nearest exit
5036,flight attendant rude spill kid milk ipad carry trash aisle
5037,destination fly newquay brilliant little airport try different airline time
5038,alternative new plane good service exeter
5039,sadly mean use newquay
5040,board flight ei891 lisbon cork june 29th 2019
5041,board flight smell bad life
5042,staff acknowledge bring attention
5043,sit hour disembark wheel problem need new wheel fly dublin follow morning
5044,unexpected thing happen
5045,honest spare wheel available site
5046,know fly plane pretty basic
5047,communication clarification sparse good
5048,lose sheep know
5049,hotel book alternative flight plan person flight aer lingus staff head pre book hotel
5050,add flight include elderly infirm wheelchair bind
5051,entire flight leave device survive late night lisbon
